13.04681517,14.74115241
13.40852019,13.7632696
14.19591481,15.85318113
14.91470077,16.17425987
13.57669961,14.04284944
13.92240251,13.40646894
12.82213164,14.22318782
15.67636615,15.89169137
16.16287532,16.20299807
12.66645095,14.89908374
13.98454962,12.95800822
14.06146043,14.54908874
13.38988671,15.56202142
13.39350475,15.62698794
13.97900926,13.28061494
14.16791259,14.46583829
13.96176145,14.75182421
14.45899735,15.07018563
14.58476372,15.82743424
12.07427074,13.0671109
13.5491294,15.53827677
13.98625042,14.78776304
14.96991942,16.51830493
14.25576597,15.29427277
15.33425,16.12469989
15.6350487,16.49094477
13.62081292,15.45947525
14.81548485,15.33956527
14.59318973,14.61238106
14.48906755,15.64087368
15.52704801,14.63568031
13.97506707,14.76531533
12.95364954,14.82328512
12.88787444,15.0760781
16.02178961,16.25746992
14.92629271,16.29725072
12.465594,14.18321212
14.08466278,14.44192203
14.53717523,14.24224248
14.22250852,15.42386188
14.51908496,13.99871699
13.11971434,14.66081846
14.51088894,15.30465149
14.18262426,15.39388968
14.71651845,15.73369667
13.834547,16.17138034
16.00076179,14.6923297
14.12702715,15.91462775
13.84578547,14.34139349
15.4142611,16.24243182
13.25273727,15.00861364
13.66840226,14.35886036
13.77534774,14.73808512
14.12582343,14.92980923
14.54724604,15.63339445
14.15258077,14.53622697
14.12648161,15.34467591
14.26324658,14.98556918
14.77324332,15.25299474
14.20969934,16.14572569
13.26065515,15.48016214
14.25273351,15.03134361
12.92124447,13.1932154
13.85243129,13.33213111
13.968568,13.19821237
13.25206982,15.3684639
13.70449634,13.21431302
14.50874721,15.46051652
15.69042696,16.48168852
12.95598192,12.43703006
13.59312604,14.84189903
15.12874639,17.14981223
14.26705037,15.67551974
15.66145055,14.81146451
14.33962673,15.49202298
14.27617655,14.70590693
14.86049072,15.59000779
14.1041448,15.18050456
15.98828286,15.62105187
13.47473583,15.59307142
13.77637601,14.99194427
12.82770875,15.67136907
13.67165486,15.11954159
15.38704284,15.56936935
15.54320934,15.5154315
13.85306094,15.60672437
13.62525246,14.45209463
15.01577844,14.91664093
13.83645753,15.24940725
14.22694439,14.34798436
13.23742625,14.61058751
13.38482919,14.7331933
13.87130103,14.97399469
12.39445847,14.64448217
14.32186558,14.52890629
15.82965092,15.71619455
15.80177302,16.01808914
14.697512,14.11198749
14.70598657,16.46040295
13.5915686,14.91975097
12.29984539,14.77119468
13.39904748,16.11912911
15.1311287,15.9003113
15.38581198,15.71453967
15.45487422,15.44042242
13.74951531,15.26803136
15.69914333,16.05595815
14.80580491,14.33258926
15.17222943,16.70624398
11.24915512,15.13295896
13.88773907,14.48548132
15.32587018,16.58524064
12.97517063,15.16056771
14.07427781,17.21973519
14.18202564,17.83351945
12.23970014,14.72866834
14.82555961,15.94500685
13.09763368,16.230365
13.85758878,15.03526838
15.52502523,16.78653608
15.31499528,14.56835428
14.03034874,15.66336188
14.42312995,14.94109335
13.63615119,14.96411634
14.53477943,13.35611764
14.61566224,14.15241035
13.08085544,14.02845941
14.93928678,14.54933746
16.02712663,15.7096583
14.31925037,15.11762658
14.86153307,14.28458412
14.01432033,16.77971266
13.4076547,14.60041191
13.07959732,14.19389917
12.68820689,13.81109597
14.19232757,15.36498179
14.86589365,14.4713879
13.39350298,14.34389893
13.58659143,14.39148496
13.1021929,14.3760326
14.54176556,16.37233995
14.25602703,15.0423495
16.1875476,16.36145254
13.63292363,13.62886894
14.65349335,14.97649221
12.619118,16.77214314
13.0342773,14.25689091
10.85940052,14.47914434
12.93486071,14.60746678
13.99226766,14.96212808
12.57248704,15.1972735
15.68266703,16.22123922
13.21258152,14.35182737
13.98975002,14.5244565
13.46626641,13.65765529
13.13166385,15.79882584
14.35439255,15.02329268
13.55329411,13.73218769
12.98628429,14.80983707
14.37264883,14.95148191
13.5886905,15.19778175
12.26002252,15.61364104
13.66602494,16.44517365
14.34554567,15.44883765
14.60667498,15.77655361
14.15369524,16.57440586
14.04899502,14.39078838
14.06857464,14.62364257
15.88890082,16.33705609
13.9760142,15.84206443
10.88221341,13.46166188
13.90920312,14.97657577
12.36776146,15.14204982
15.16765639,15.51933857
15.33769517,14.23319145
13.5505769,15.73044061
13.57918657,15.47264441
14.2447909,15.08509119
